city,company_name,contact_person,designation,email,fax,mobile,phone,pincode,state,street_Address,website
DELHI,EASY TRIP PLANNERS (P) LTD.,MR. NISHANT PITTI,CEO & CO-FOUNDER,care@easemytrip.com,,,011-43030303/43131313,,DELHI,"BUILDING NO.223, F.I.E. PATPARGANJ INDUSTRIAL AREA",www.easemytrip.com
PUDUCHERRY,EASYWAY TRAVEL AGENCY,MR. SELVABAQUIAME ZEGANADIN,MANAGING PARTNER,info@easywayindia.in,0413-2227744,NULL,"0413-2227979, 4200066",605001,PUDUCHERRY,"11, SURCOUF STREET",www.easywayindia.in
MUMBAI,EASTERN INTERNATIONAL HOTELS LTD.,MRS. MEENA VASWANI,CORP. FIN. CONTR.,admin@eihlimited.com,022-66934455,,022-66934444,,MAHARASHTRA,BALRAJ SAHANI MARG JUHU BEACH,www.eihlimited.com
BHUBANESWAR,EASTERN RISEN EXPEDITION PVT. LTD.,MR. BIJAN KUMAR MUDULI,MANAGING DIRECTOR,info@easternrisen.com,0674-2578275,NULL,"0674-2578275, 6574495, 65",751006,ODISHA,"PLOT NO. 1267/2376, GROUND FLOOR, CANAL ROAD, BOMIKHAL (GOBIND PRASAD)",www.easternrisen.com
BHUBANESWAR,EASTERN TREASURE INDIA TOURS(P)LTD.,MS. SANGHAMITRA JENA,MANAGING DIRECTOR,tours@treasureindiatours.com,0674-2341655,.,"0674-2341578, 2341655",,ODISHA,"BLOCK NO. 3, I FLOOR, ADITYA TRADINGS SRI RAM NAGAR, BEHIND S.B.I.",www.treasureindiatours.com
NEW DELHI,EASTWIND HOLIDAYS (INDIA),MR. RAJESH GUPTA,DIRECTOR,eastwindholidays@airtelmail.in,,,"011-26856656,26861129,418",,DELHI,"C-222, SARVODAYA ENCLAVE",
NEW DELHI,EARTHEN EXPERIENCES LLP,MR. QAMAR ZAFEER,MANAGING DIRECTOR,info@earthenexperiences.com,.,0091- 981 030 5533,0091-11- 49211023,110092,DELHI,"E-27, 3RD FLOOR HAUZ KHAS MARKET",www.earthenexperiences.com
GUWAHATI,EAST INDIA TRAVEL CO.,MR. SANJAY THAKUR,PROPRIETOR,tours@eastindiatravel.in,.,0091-  986 473 2022,0091- 361-2330466 ,781037,ASSAM,"HOUSE NO.1, JILIKA PATH, NEAR REPOSE BAKERY, PANJABARI",www.eastindiatravel.in
KOLKATA,EAST WIND HOLIDAY TOURS (P) LTD.,MR. RAJIB BANERJEE,DIRECTOR,eastwindslg@visithimalaya.com,.,+91 9733007083,+91-33-40137777,700071,WEST BENGAL,"SUITE NO. 5, 8TH FLOOR, CHATTERJEE INTNL CENTRE, 33A, J.L.N.ROAD",www.thevisitindia.com
NEW DELHI,EASTBOUND TOURS & TRAVELS P. LTD.,MR.LUTCHMAN PRRITHVIRAJ SINGH,DIRECTOR,info@eastbound.in,011-26531735/0124-4217849,011-26531733,"011-26531731, 26531732/01",122016,DELHI,"C-41,FRONT BASEMENT, GULMOHAR PARK",www.eastbound.in
SRINAGAR,EARTH EXPLORERS TRAVEL AND TOURS,MR. ABDUL HAMID NARWARI - PARTNER,MR. ATHER YAMEEN NARWARI - PARTNER,contact@earthexplorersindia.com,0194-2458806,,"0194-2458806, 245880",,JAMMU & KASHMIR,"NARWARI BUILDING , COURT ROAD, AMIRA KADAL, LAL CHOWK",www.earthexploresindia.com
NEW DELHI,DYNAMIC TOURS (P) LTD.,MR. AMIT SANKHALA,DIRECTOR,dynamictours@tigersindia.com,011-26865212,9818934313,"011-26858656,26853760, 26",,DELHI,"SUITE # 206, RAKESH DEEP, 11 COMMERCIAL COMPLEX, GULMOHAR ENCLAVE",www.adventure-india.com
NEW DELHI,DURGA DAS PUBLICATIONS (P) LIMITED,MR. SANJEET,DIRECTOR,info@ddppl.com,011-41669577,0091 - 9810031311,011 - 23344179,110001,DELHI,"JAIN BHAWAN, 12 SHAHEED BHAGAT SINGH MARG",www.ddppl.com
JAIPUR,DURGA DIYA ENTERPRISES,H.H. MAHARANI OF JAIPUR (PROP.),KR. NARENDRA SINGH,ctpalace@datainfosys.net,0141-2603880,,"0141-2609196, 2615681",,RAJASTHAN,THE CITY PALACE,www.royalfamilyjaipur.com
NEW DELHI,e age TOUR & TRAVEL (P) LTD.,MR. RATUL GOSWAMI,M.D.,ratul@eagetours.com,.,0091 - 9810162622,011 - 45511750,110075,DELHI,"337, DDA FLATS, POCKET-1, SECTOR-5, DWARKA",www.eagetours.com
NEW DELHI,DSD TRAVELS & TOURS,MR. V.K. GUPTA,DIRECTOR,dsdtravels@adsdgroup.co.in,011-23324951,,"011-43580400, 23321902",,DELHI,"86, JANPATH",www.dsdgroup.co.in
GURGAON,DUET INDIA HOTELS (P) LTD.,MR. NAVEEN JAIN,PRESIDENT,ritu.singh@duetindiahotels.com,0124-4205512,,"0124-4528777, 4528709",,HARYANA,"PLOT NO.46, 3RD FLOOR, UDYOG VIHAR, PHASE-IV",www.duetindiahotels.com
SRINAGAR,DUKE KASHMIR TRAVELS,MR. RAYIS AHMAD ZARGAR,PROPRIETOR,info@dukekashmirtravels.com,,NULL,0194- 2450607,190002,JAMMU & KASHMIR,"FOURTH FLOOR, SHAH COMPLEX, NOWHATTA CHOWK, MAIN GATE JAMIA MASJID",www.dukekashmirtravels.com
BANGALORE,DREAM DESTINATIONZ MANAGEMENT PVT. LTD.,MR. MANOHAR,MANAGING DIRECTOR,reservations@dreamdestinationz.com,080-22440337,.,080-22440337,,KARNATAKA,"A/40, 32nd MAIN JAYANAGAR, 7th BLOCK",www.dreamdestinationz.com
GURGAON,DREAM HOLIDAY SOLUTIONS,MR. GAURAV KARNA,DIRECTOR,gauravkarn@gmail.com,.,.,0091-124-4840550,122001,HARYANA,"1409, 14TH FLOOR, OCUS QUANTUM, SECTOR-51",www.dreamholidaysolutions.in
KOCHI,DRAVIDIAN TRAILS HOLIDAYS PVT. LTD.,MR. S. SWAMINATHAN,MANAGING DIRECTOR,info@dravidiantrails.in,0484-4060807,NULL,0484-4060601,682016,KERALA,"FIRST FLOOR MYNAKAM ARCADE, OPP. OXFORD BUSINESS CENTRE SREEKANDATH ROAD, RAVIPURAM",www.dravidiantrails.in
BHUBANESWAR,DOVE TOURS (P) LTD.,MR. GAGAN SARANGI,MANAGING DIRECTOR,info@dovetours.com,,9937949286,"0674-2547175,25438969",,ODISHA,"C/23, SAHEED NAGAR, MARKET BUILDING",www.dovetours.com
JHUNJHUNU,DR. RAMNATH A.PODAR HAVELI MUSEUM,MR. KANTI KUMAR R.PODAR (PRESIDENT),MR.SUNL KUMAR SHARMA (MANAGER),aptrust@yahoo.com,01594-223198,,"01594-225446, (M) 9983145",,RAJASTHAN,NAWALGARH DISTT. JHUNJHUNU,www.podarhavelimuseum.org
NOIDA,DNATA INTERNATIONAL PVT. LTD.,MR. ASHISH KISHORE,COUNTRY HEAD,ashish.kishore@dnata.com,0091-120-6763568,.,0091-120-6763500,201301,UTTAR PRADESH,"TOWER-B, FIRST FLOOR, LEVEL-A1, WINDSOR IT PARK, SECTOR-125",www.dnata.com
NEW DELHI,DIVINO INDIAN MEMOIRZ TOURS PVT.LTD,MR.RAJEEV CHAUHAN,DIRECTOR,rajeev@indianmemoirz.com,,.,011-26176570-72,,DELHI,"E-131, TOP FLOOR,GANAPATI BHAWAN, MOHAMMADPUR, BHIKAJI CAMA PLACE",www.indianmemoirz.com
NEW DELHI,DOLPHIN TOURS INDIA,MR. GURJIT SINGH,PROPRIETOR,dolphintravelsindia@yahoo.com,,NULL,"011- 25848484-85, 4568337",110008,DELHI,"SHOP NO. PN-3G, METRO STATION, PATEL NAGAR",www.dolphintoursindia.com
NEW DELHI,DOMINION TRAVEL PVT. LTD.,MR.MUKESH MANRA,DIRECTOR,mukesh@dominiontravel.co.in,,#ERROR!,"(M)9899734208, 8587991748",110091,DELHI,"43 B, 3RD FLOOR, PRATAP NAGAR MAYUR VIHAR PHASE-I",www.theindiaexperience.com
NEW DELHI,DIVERSE HOTELS MARKETING PVT. LTD.,MR. DIGVIJAY DIWAKAR,DIRECTOR,digvijay@dhm-india.com,,NULL,011-28043128,110077,DELHI,"A-301, SADBHAWNA APARTMENTS, PLOT NO. 08, SECTOR-22, DWARKA",www.dhotels.in
NEW DELHI,DIVINE TOURS & TRAVELS,MR. RAJEEV CHANDRA,DIRECTOR,rajeev@divinetours.in,.,0091 - 9810165019,011-41084445,110058,DELHI,"UG-29, SUNEJA TOWER-II, DISTRICT CENTER, JANAKPURI",www.divinetours.in
DELHI,DIVINE VOYAGES (P) LTD.,MR. PRABHU KUMAR,MANAGING DIRECTOR,divinevoyages@vsnl.net,011-22145395,+91 +91 9810672750,"011-43036307,45693554 (M)",110092,DELHI,"102-103, AJANARA COMPLEX 12, LSC, SAVITA VIHAR",www.divinevoyages.in
GURGAON,DISCOVERY JOURNEYS INDIA PVT. LTD.,MR.BILAL AHMED CHAPRI,MANAGING DIRECTOR,info@discoveryjourneysindia.com,0124-2368604,.,"0124-4076965/66, 4073072",122017,HARYANA,"CHAPRI HOUSE, 88, SECTOR 23 HUDA",www.discoveryjourneysindia.com
NEW DELHI,DISCOVERY FULL CIRCLE TOURS,MR. CHAMAN THAKUR,PROPRIETOR,mktg@discoveryfullcircle.com,,,"011-45573299, 28083543 (M",,DELHI,"328, PLOT NO. 3, VARDHMAN DWARKA DEESH SECTOR 10, CENTRAL MARKET, DWARKA",www.discoveryfullcircle.com
GURGAON,DISTANT FRONTIERS TOURS PVT. LTD.,MR. DIPAK DEVA,CEO- INDIA& SOUTH ASIA,info@distantfrontiers.in,0124-4563100,,0124-4703300,,HARYANA,"TOWER B, DELTA SQUARE MEHRAULI GURGAON ROAD, SECTOR 25",www.distantfrontiers.in
GURGAON,DIVERSE DESTINATION TRAVEL PVT. LTD,MRS.SMITA BHARGAVA,DIRECTOR,accounts@diversedestination.com,.,.,0124-2354836,122002,HARYANA,"413, 04TH FLOOR,QUTUB PLAZA, DLF PHASE - 1",www.diversedestination.com
SRINAGAR,DISCOVER CULTURE INDIA,SHEIKH AJAZ,PARTNER,discoverculturesxr@gmail.com,0194-2488055,0091 - 94 19 009 591,0194-2487055,190008,JAMMU & KASHMIR,"RAJ BAGH EXTENSION, OPP. MUGHAL E AZAM BAKERS",www.discovercultureindia.com
NEW DELHI,DISCOVER INDIA TOURS (P) LTD.,MR. SANDEEP KALRA,DIRECTOR,info@discoverindia.net,011-40654040,+91 919810440447,"011-40654000, 40747000",110019,DELHI,"59/17, KALKAJI EXTN., I FLOOR GURU RAVI DASS MARG",www.discoverindia.net
GURGAON,DISCOVER INDIA VACATIONS PVT. LTD.,MR.VIKAS RAI SRIVASTAVA,DIRECTOR,info@discover-india.in,0124- 4375978,NULL,0124- 4296269/ 4044555/40,122001,HARYANA,"D-315 FF, SUSHANT SHOPPING ARCADE, SUSHANT LOK PHASE-I",www.discover-india.in
BHUBANESWAR,DISCOVER TOURS & TRAVELS,MR. BIJAYA KUMAR PATTNAIK,M.D.,discovertours@yahoo.com,0674-2430828,0091-9668238230,0674-2435731,751002,ODISHA,"OSHB QR NO.1, NAGESWARTANGI, LEWIS ROAD",www.odisha-discover.com
LUCKNOW,DIRECTORATE OF TOURISM U.P.,MR. SUSHEEL KUMAR,IAS,yatrup@bsnl.in,,.,"0522-2308993, 2308916",,UTTAR PRADESH,"PARYATAN BHAWAN, C-13, VIPIN KHAND GOMTI NAGAR",www.up-tourism.com
NEW DELHI,DIPLOMATIC TRAVEL POINT PVT. LTD.,MR.P.P.KHANNA,DIRECTOR,info@indiatourismworld.com,011-26147375,011-26144654,011-26144654,,DELHI,"C-3, 2ND FLOOR, MAIN MARKET,VASANT VIHAR",www.indiatourismworld.com
MUMBAI,DIAMOND TOURS & TRAVELS,MR. HASHMUKHLAL C. SHAH,PROPRIETOR,,022-22084747,1234567890,"022-22084747, (M) 0932480",,MAHARASHTRA,"21, THAKURDWAR ROAD, MAHAVIR MANSION 2ND KHATTAR GALLY",
JAMMU TAWI,DIAMOND TOURS AND TRAVELS,MR. ASIF IQBAL,SOLE PROPRIETOR,info@diamondholidaysindia.com,0191-2546476,NULL,0191-2566475/2546476,180001,JAMMU & KASHMIR,"1st FLOOR, HOTEL GREEN PALACE, HARI MARKET NEAR S.B.I BANK",www.diamondholidaysindia.com
CHENNAI,DIANA WORLD TRAVEL PVT. LTD.,MR. V. MAHADEVAN,CMD,dianaworld@vsnl.com,044-28553868,.,044-42084020,,TAMIL NADU,"CEEBROS CENTRE, 45 MONTIETH ROAD,",www.dianaworld.com
KOLKATA,DIAMOND TOURS & TRAVELS,MR. MADAN AGARWAL,PROPRIETOR,dttbo123@gmail.com,033-22157717,.,033-22158745/32939686,,WEST BENGAL,"155, LENIN SARANI, NIGAM CENTRE 2ND FLOOR, ROOM NO. 217",www.diatravels.com
DHARAMSHALA,DHARAMSALA TOURS & TRAVELS,MR. ARVIND GURUNG,PROPRIETOR,dharamsala_tours@yahoo.co.uk,,,"01892-211266,  203112, 21",,HIMACHAL PRADESH,"KANDI, KHANYARA ROAD",www.taj-travel-india-miniguide.com
BODHGAYA,DHARMA STEPS,MR. AMIT KUMAR,PROPRIETOR,amit.kumar@dharmasteps.com,0631-2200313,.,"0631-2200313, 2200133",824231,BIHAR,ROOT INSTITUTE ROAD,www.dharamastepsholidays.com
NEW DELHI,DHESU INDIA TOURS & TRAVELS PVT. LTD.,MR. VINEET SALUJA,DIRECTOR,dhesu@dhesuindia.com,011-46033906,NULL,011-46033904-905-907,110066,DELHI,"B-2, ANSAL CHAMBER-1, 3, BHIKAJI CAMA PLACE",www.dhesuindia.com
NEW DELHI,DEX AIR TRANSPORT PVT. LTD.,MR. VARUN SINGAL,DIRECTOR,dat@dexgroup.com,011-41758810,9811322071,011-41756306,,DELHI,"42, ZAMRUDPUR COMMUNITY CENTRE KAILASH COLONY EXTENSION",www.dexholidays.com
DELHI,DGS TRAVEL HOUSE PVT. LTD,MR. DALIP GUPTA,MANAGING DIRECTOR,dgupta@dgstravelhouse.com,,NULL,011-47603535-36,110096,DELHI,"209, VARDHMAN SUNRISE PLAZA, PLOT NO.1, VASUNDHRA ENCLAVE",www.dgstravelhouse.com
GURGAON,DESTINATIONS UNLIMITED,MR.ASHUTOSH MALIK,PARTNER,travel@destinations1000.com,,,0124-4994666,,HARYANA,"V-37/25,DLF CITY, PHASE-III",www.destinations1000.com
AHMEDABAD,DESTINATION TOURS & TRAVEL SERVICES,MR. PRAYAG SHAH,CEO,info@destinations4india.com,079-66315178,.,079-26465190,380006,GUJARAT,"323-324, ISCON ARCADE, C.G.ROAD",www.destinationindia.com
NEW DELHI,DESTINATION INDIA TOURS&INCENTIVES,MR. MUKESH RAWAT/MR. SUNIL PAHALWAN,MR. RANJAN GIRI (PARTNERS),destinationindia@eth.net,011-41604662,,"011-40574841-45, 32964514",,DELHI,"59/13, LOWER GROUND FLOOR NEAR: BALAJI ESTATE, KALKAJI",www.ditincentives.com
NEW DELHI,DESTINATION MANAGEMENT COMPANY (P) LTD.,MR.ABID PARVEZ SHAH,DIRECTOR,info@dmcone.com,011-4632366,,011-46323666,,DELHI,"E-44/7, OKHLA INDUSTRIAL AREA, PHASE-II",www.dmcone.com
NEW DELHI,DESTINATION PLANNERS PVT. LTD,GAGAN SHARMA,DIRECTOR,sales@destinationplanners.in,.,919811884854,011-42781417-427,110027,DELHI,"CA 110/3, 3RD FLOOR, OPP. COMMUNITY CENTRE, TAGORE GARDEN",www.destinationplanners.in
MUMBAI,DESIGNER HOLIDAYS,MR. SARVIN WARDEN,PARTNER,designer@vsnl.com,022-22025444,,"022-22025353, 22025252",,MAHARASHTRA,"G4/G5, 117/118, MAKER CHAMBERS V 221, NARIMAN POINT",www.designerincentives.net
GURGAON,DESIGNER HOLIDAYS,MS. PRIYA MALIK,MANAGER,designer.dhdelhi@airtelmail.in,0124-4262751,,"0124-4262752, 4262753",,HARYANA,"307, STANFORD SUITES, THE PEACE TREE BLOCK C, SECTOR 43, SUSHANT LOK-1",
PUDUCHERRY,DEPARTMENT OF TOURISM STUDIES PONDICHERRY UNIVERSITY,DR. Y.VENKATA RAO,HOD,ventkatsil@rediffmail.com,.,.,0413-2656729,605 014,PUDUCHERRY,"UNIVERSITY CAMPUS, KALAPET",www.pondiuni.edu.in
KOLKATA,DENZONG LEISURE PVT. LTD,MR. ANIRUDDJA BASU,CEO,ab@denzongleisure.com,033-22640049,NULL,033-22640048,700017,WEST BENGAL,"SUITE NO. 615, DIAMOND PRESTIGE, 41 A, AJC BOSE ROAD",www.denzongleisure.com
DISTT. RAJSAMAND,DEOGARH RESORTS,KR. VEERBHADRA S. CHUNDAWAT,PARTNER,info@deogarhmahal.com,02904-252555,.,02904-252777,,RAJASTHAN,DEOGARH,www.deogarhmahal.com
VARANASI,DEPARTMENT OF HISTORY OF ART & TOURISM,DR.P.J.SHYJU,ASST. PROFESSOR (TOURISM),hoatourism@gmail.com,,.,0542-22367852,,UTTAR PRADESH,FACULTY OF ARTS BANARAS HINDU UNIVERSITY,www.bhu.ac.in
JAIPUR,DEPARTMENT OF TOURISM (ART & CULTURE) GOVT. OF RAJASTHAN,,DIRECTOR TOURISM,rdtc@jp1.dot.net.in,0141-5110591,,"0141-5110595, 5110596, 51",,RAJASTHAN,"PARYATAN BHAWAN, M.I.ROAD GOVT. HOSTEL CAMPUS",
NEW DELHI,DELHI TOURISM TRANSPORTATION DEVELOPMENT CORPORATION,SHRI MANISH CHATRATH,CHAIRMAN,delhitourism@vsnl.com,011-24610500,,"011-24611712,24697348",,DELHI,"18-A, DDA SCO COMPLEX, DEFENCE COLONY,",www.delhitourism.nic.in
NEW DELHI,DELMOS AVIATION PVT. LTD.,DR. NAVEEN RAO,DIRECTOR,tkt@delmos.in,011-47675615,,011-47675611-12,,DELHI,"209, PRAKASH DEEP BUILDING II FLOOR,7 TOLSTOY MARG,CONNAUGHT PLACE",www.visitrussia.in
DELHI,DECENT INDO TOURS (P) LTD.,MR.SOHAN SINGH PANWAR,MANAGING DIRECTOR,sohan@decentindotours.com,011-27157652,-124639,011-47097156-7160 (M) 981,,DELHI,"301-302-303, AGGARWAL MODERN BAZAR, KESHAV PURAM (LAWRENCE ROAD)",www.decentindotours.com
MANALI,DE VIVENDI RESORTS C/0. TALWAR HOSPITALITY P. LTD.,MR. GURJIT SINGH TALWAR,M.D.,info@devivendiresorts.com,01902-252793,,"01902-252792, 252793, (DE",,HIMACHAL PRADESH,"NAGGAR ROAD, PRINI",www.devivendiresorts.com
DELHI,DEBONAIR TOURS & TRAVELS PVT. LTD.,MR. NARENDER KUMAR GUPTA,DIRECTOR,uniktravels@yahoo.com,011-27231011,,011-27455192/93/94,,DELHI,"G-8, KIRPAL MARKET II FLOOR, MODEL TOWN-III",
NEW DELHI,DEER TOURS SERVICES,MR. TSERING ANGCHUK,DIRECTOR,info@deertour.com,011-47321757,,011-47321757,,DELHI,"F1, FIRST FLOOR, MALHAN FALCON PLAZA, PLOT NO.4, POCKET 7, SECTOR-12, DWARKA",www.deertour.com
KOLKATA,D.J. TOURS & TRAVEL PVT. LTD.,MR.RAHUL BURMAN,DIRECTOR,info@djtoursandtravel.com,.,0091 - 9831076220,033-24600192,700019,WEST BENGAL,"167P, RASH BEHARI AVENUE, JASHODA BHAWAN -2, FIRST FLOOR GARIHAT JUNCTION",www.djtoursandtravel.com
VADODRA,DAUDAYAL HOTELS PVT. LTD.,MR. HASMUKH R. SHAH,CMD,sales@hotelsurya.com,0265-2361555,.,0265-2226151/236161,,GUJARAT,"HOTEL SURYA, NEAR RAILWAY STATION, SAYAJIGANJ",www.hotelsurya.com
NEW DELHI,CULTURE HOLIDAYS (INDIA) PVT. LTD.,MR. SANJAY BHASIN,M.D.,info@cultureholidays.com,011-41546820,,011-45080808,,DELHI,"306, NAMDHARI CHAMBERS, D.B. GUPTA ROAD KAROL BAGH",www.cultureholidays.com
SRINAGAR,CULTURE & NATURE EXPEDITIONS,MR. NASIR SHAH,MANAGING DIRECTOR,nasirshah@cnekashmir.net,0914-2311436,"+91 9419065256,9419065257","0194-2311241, 2311430",190008,JAMMU & KASHMIR,"LEVEL-2, GULNOOR COMPLEX, DR. SETHI CROSSING GOGJI BAGH",www.cne.tours
GURGAON,CWT INDIA PRIVATE LIMITED,MS.GEETA JAIN,CEO- INDIA,vnair@carlsonwagonlit.co.in,0124-4747001,,0124-4747000,,HARYANA,"CENTRUM PLAZA, I FLOOR,TOWER C GOLF COURSE ROAD, SECTOR-53",www.carlsonwagonlit.com
NEW DELHI,D REISING TOURS & TRAVELS PVT. LTD.,MR. VIKRAM HASIJA   ,DIRECTOR,info@d-reisingtours.com,.,0091- 981 070 7607,0091- 11-43588377,110056,DELHI,"2E/24, THIRD FLOOR, JHANDEWALAN EXTENSION",www.d-reisingtours.com
NEW DELHI,CREATIVE TRAVEL PVT. LTD.,MR.RAJEEV KOHLI,JT.MANAGING DIRECTOR,engage@creative.travel,.,9810047777/9810023777,+91.124.4567777,122016,DELHI,"CREATIVE PLAZA, 283 UDYOG VIHAR PHASE 2",www.creative.travel
MUMBAI,CREATIVE TOURS & TRAVELS (INDIA) PVT. LTD.,MR. V.S. ABDUL KARIM,CEO & M.D.,admin@creativeholidaysindia.com,022-22092205,,"022-22077954-55, (D) 2205",,MAHARASHTRA,"KAPADIA CHAMBERS, OFFICE NO. 3, I FLOOR BEHIND METRO CINEMA,M.G.ROAD,DHOBITALAO",www.creativeholidaysindia.com
NEW DELHI,CROSS SECTION MEDIA PVT LTD,MR. NAVIN BERRY,DIRECTOR,info@crosssectionmedia.com,011-41001627,,011- 43784444,,DELHI,"36 – 37, 3RD FLOOR INDRA PALACE H- BLOCK, INNER  CIRCLE , CONNAUGHT PLACE",
JAIPUR,CROWN TOURS LTD.,MR.BHARAT RAJ BHANDARI,MANAGING DIRECTOR,jaipur@crownrajasthan.com,,91-8003494111,0141-4156064,,RAJASTHAN,"OPP. HOTEL RAJPUTANA PALACE SHERATON, PALACE ROAD",www.crownjaipur.org
CHANDIGARH,COZY TOURS PRIVATE LIMITED,MR. HARMIT SINGH,MANAGING DIRECTOR,info@cozytours.in,0172-2741770,,0172-2741158/59,,CHANDIGARH,"S.C.F. 1, 2ND FLOOR SECTOR-10-D",www.cozytoursindia.com
MUMBAI,COX & KINGS LTD.,MR. YUSUF POONAWLA,SR. VICE PRESIDENT,yusuf@coxandkings.com,.,.,022-22637500,400001,MAHARASHTRA,"TURNER MORRISON BUILDING, 16 BANK STREET, FORT",www.coxandkings.com
NEW DELHI,COX & KINGS LTD.,MS. KRISHNA WATTAL,HEAD IBT,krishnaw@coxandkings.com,011-26197193,+91 9711992099,"011-26768811, 26767900",.,DELHI,"KAMAL CINEMA-COMMERCIAL COMPLEX BLOCK NO. A&B, SAFDARJUNG ENCLAVE",www.coxandkings.com
MUMBAI,CREATIVE OUTDOOR DEVELOPMENT EDUCATION PRIVATE LIMITED,MR.HOMI AMALSADVALA,DIRECTOR & C.E.O.,code@magnumtravels.com,.,.,"022-61559771, 61559772",400001,MAHARASHTRA,"FRAINY VILLA 10, HENRY ROAD, OPP.SCHOLAR SCHOOL, ELECTRIC HOUSE, COLABA",www.codeindia.net
NEW DELHI,COUNTRY DEVELOPMENT & MANAGEMENT SERVICES PVT. LTD.,MR.RONNIE LOBO,SR. VICE PRESIDENT,mail@cdmsindia.com,011-29219841,,"011-29221911, 43221911",,DELHI,"BLOCK E, NO.5, MASJID MOTH, COMMERCIAL COMPLEX, GREATER KAILASH-II",www.countryinns.com
MUMBAI,COSMOS BONVOYAGE AND FOREX PVT. LTD,MR.SURINDER SINGH,CEO & MG. DIRECTOR,cosmos@cosmostours.in,022-26328310,,022-26346783,,MAHARASHTRA,"SHOP NO.10, 11,LINK PALACE, OPP.KAMAT CLUB, NEXT TO COSTA COFFEE,LOKHANDWALA",www.cosmostours.in
THIRUVANANTHAPURAM,COSMOS TOURS & TRAVELS,MR. P.S. CHANDRASENAN,M.D.,tours@cosmoskerala.com,0471-2503555,9847612244,"0471-2503111/222/555, (M)",,KERALA,"AMRA-23, KARALI ROAD, CHACKAI, P.O. PETTAH",www.cosmoskerala.com
NEW DELHI,COSMOS TRAVELS & TOURS,MR. J.P. SINGH,PRESIDENT,info@cosmostravelsindia.com,,,011-41719162-63 (M) 98104,,DELHI,C-129 LAJPAT NAGAR-I,www.cosmostravelsindia.com
BANGALORE,COSMOPOL TRAVEL (P) LTD,MR. CHERIAN JACOB,MANAGING DIRECTOR,cosmopol@vsnl.com,080-22200154,.,080-22202410/11,,KARNATAKA,"A-301, QUEEN'S CORNER, # 3, QUEENS ROAD",www.cosmopoltravel.com
NEW DELHI,CORPORATE TOURS & TRAVELS,MR. J.R. PANDEY,C.E.O.,jaydee@bol.net.in,011-23730527,,"011-23319690/99, 23766004",,DELHI,"509, AMBA DEEP 14, K.G. MARG",www.corpotours.com
KOCHI,COSMOPOL TRAVEL PRIVATE LIMITED,MR. CHERIAN JACOB,DIRECTOR,cosmotrl@md3.vsnl.net.in,,.,"0484-2322340, 2320423",,KERALA,"8TH FLOOR, ALPHA PLAZA K.P. VALLON ROAD, KADANVANTHARA P.O.",www.cosmopoltravel.com
NEW DELHI,COSMOPOLITAN TOUR OPERATORS & TRAVEL AGENT,MAJ. MURLI DHAR,PRESIDENT,csmopltn@del2.vsnl.net.in,011-26882072,9312502249,"011-24103981, 26882031,24",,DELHI,"3, YASHWANT PLACE CHANAKYAPURI",www.cosmopolitantoursindia.com
NEW DELHI,CONNEXONS TRAVEL (I) PVT. LTD.,MR. SUNIL PURI,MANAGING DIRECTOR,mail@connexons.com,.,0091- 729 005 0766,0091- 729 005 0766,110030,DELHI,"261 FIRST FLOOR, LANE NO-05, WESTEND MARG, SAIDULAJAB",www.india-welcomes.com
ALIGARH,CONVENIENCE TOURS & TRAVELS,MR.LALIT MAHESHWARI,PROPRIETOR,anytravelneed@gmail.com,,.,"0571-2406164, 2409595",,UTTAR PRADESH,"ALIG CORPORATE PLAZA, MARRIS ROAD",www.conveniencetours.com
AHMEDABAD,CORAL EDUCATION PVT. LTD,MR. RATNADEEP PADMANABH,DIRECTOR,academics.snowflakesacademy@gmail.com,079 - 30007979,.,"079-30007676, 30007979",380054,GUJARAT,"C-603, TITANIUM SQUARE, THALTEJ CROSS ROADS",www.snowflakesacademy.com
NEW DELHI,CORPORATE FLYERS (P) LTD.,MR.VIPIN SHARMA,MANAGER-TRAVEL,vipin@corporateflyers.com,011-41318373,,011-41435555,,DELHI,"23, KRISHNA MARKET, KALKAJI",www.corporateflyers.com
KOCHI,CONCORD EXOTIC VOYAGES (I) P.  LTD.,MR. JAMES KODIANTHARA,EXECUTIVE DIRECTOR,kochi@concordtours.in,0484-2318004,(R) 2315820,"0484-2318002, 2318003",682 036,KERALA,"G-293, PANAMPILLY AVENUE PANAMPILLY NAGAR",www.concordtours.net
DELHI,CONNECTING HORIZONS TRAVEL SERVICES,MR. NAVEEN C. NAUTIYAL,,connectinghorizons@gmail.com,,,"011-22619900, 22619902",,DELHI,"B-1242, G.D. COLONY, FIRST FLOOR, NR.RED FOX HOTEL, MAYUR VIHAR PHASE-3",www.tourismhimalaya.com
SILIGURI,CONNECTIONS,MR. RAJESH KUMAR SARAF,PARTNER,connectionssiliguri@yahoo.in,.,+91-9832056656,+91-9832056656,734001,WEST BENGAL,"OJHA MANSION, 3RD FLOOR, OPP. BATA, HILL CART ROAD",www.connectionstour.com
GHAZIABAD,CONCORD TRAVELS & TOURS,MR. HARISH MATHUR,PRESIDENT,office@concordtravels.com,0120-4171610,+91 9810191296,0120-4171600-9 (M) 981019,.,UTTAR PRADESH,"UMCS- 20, ANSAL PLAZA MALL, VAISHALI",www.concordtravels.com
